ID,NUM_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_CALLE,Calle,Cruce,Direccion,COMUNA,Pos_X,Pos_Y,VICTIMA,ACUSADO,Dia_Sem,Barrios,Rol,Sexo,Edad,Fecha_Fallec,Rango_Etario
2017-0112,2,2017-09-10,2017,9,10,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO es cruce,AUTOPISTA 25 DE MAYO y VARELA AV.,Comuna 7,-58.45807401,-34.6399743,AUTO,OBJETO FIJO,Dom,Flores y Parque Chacabuco,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2017-09-13,Menos de 20
2017-0113,1,2017-09-11,2017,9,11,6,AVENIDA,SANTA FE AV.,CRUCE,SANTA FE AV. y MAIPU,Comuna 1,-58.37697717,-34.59573848,PEATON,PASAJEROS,Lun,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,76,2017-09-11,Entre 61-80
2017-0114,1,2017-09-15,2017,9,15,2,AVENIDA,ALVEAR AV.,CRUCE,ALVEAR AV. y DEL LIBERTADOR AV.,Comuna 2,-58.3910058,-34.5849866,AUTO,OBJETO FIJO,Vie,Recoleta,CONDUCTOR,MASCULINO,26,2017-09-15, Entre 21- 40
2017-0115,1,2017-09-19,2017,9,19,18,AVENIDA,PAVON AV.,CRUCE,PAVON AV. y TREINTA Y TRES ORIENTALES,Comuna 5,-58.42182126,-34.63089661,MOTO,BICICLETA,Mar,Almagro y Boedo,CONDUCTOR,MASCULINO,34,, Entre 21- 40
2017-0116,1,2017-09-20,2017,9,20,22,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 5750",Comuna 12,-58.51389422,-34.58075791,MOTO,OBJETO FIJO,Mié,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,22,2017-09-20, Entre 21- 40
2017-0118,1,2017-09-22,2017,9,22,7,AVENIDA,VIEYTES,CRUCE,"VIEYTES y CRUZ, OSVALDO AV.",Comuna 4,-58.37585415,-34.65232158,MOTO,AUTO,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-29, Entre 21- 40
2017-0120,1,2017-10-02,2017,10,2,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,CRUCE,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,Comuna 9,-58.47297505,-34.66245085,MOTO,CARGAS,Lun,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,20,2017-10-02, Entre 21- 40
2017-0123,1,2017-10-10,2017,10,10,1,AVENIDA,ALBARIÑO,CRUCE,ALBARIÑO y ARGENTINA AV.,Comuna 8,-58.46855503,-34.67216349,PEATON,AUTO,Mar,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,FEMENINO,36,2017-10-10, Entre 21- 40
2017-0124,1,2017-10-12,2017,10,12,14,CALLE,"RAMIREZ DE VELASCO, JUAN",NO es cruce,"RAMIREZ DE VELASCO, JUAN 1211",Comuna 15,-58.44254033,-34.59185043,MOTO,PASAJEROS,Jue,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,51,2017-10-12,Entre 41-60
2017-0125,1,2017-10-13,2017,10,13,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CRUCE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",Comuna 8,-58.46622247,-34.67926929,MOTO,OBJETO FIJO,Vie,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,29,2017-10-13, Entre 21- 40
2017-0126,2,2017-10-14,2017,10,14,6,AVENIDA,RIESTRA AV.,CRUCE,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,Comuna 8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO,Sáb,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,MASCULINO,39,, Entre 21- 40
2017-0126,2,2017-10-14,2017,10,14,6,AVENIDA,RIESTRA AV.,CRUCE,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,Comuna 8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO,Sáb,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,36,2017-10-14, Entre 21- 40
2017-0127,1,2017-10-16,2017,10,16,7,AVENIDA,GALLO,CRUCE,GALLO y CORDOBA AV.,Comuna 2,-58.41192137,-34.59800248,MOTO,MOTO,Lun,Recoleta,PASAJERO_ACOMPAÑANTE,MASCULINO,24,2017-10-16, Entre 21- 40
2017-0128,1,2017-10-17,2017,10,17,12,CALLE,"ARANGUREN, JUAN F., DR.",NO es cruce,"ARANGUREN, JUAN F., DR. 611",Comuna 6,-58.44034689,-34.61349731,PEATON,PASAJEROS,Mar,Caballito,PEATON,FEMENINO,60,2017-10-17,Entre 61-80
2017-0129,1,2017-10-26,2017,10,26,19,AUTOPISTA,AUTOPISTA PERITO MORENO,CRUCE,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,Comuna 9,-58.47155277,-34.64925746,MOTO,PASAJEROS,Jue,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,57,2017-10-26,Entre 41-60
2017-0130,1,2017-10-27,2017,10,27,5,AVENIDA,CHORROARIN,CRUCE,CHORROARIN y SAN MARTIN AV.,Comuna 15,-58.47883099,-34.59967065,AUTO,CARGAS,Vie,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,23,2017-10-27, Entre 21- 40
2017-0132,1,2017-10-30,2017,10,30,14,AVENIDA,COSQUIN,CRUCE,"COSQUIN y ROCA, CNEL. AV.",Comuna 8,-58.46552171,-34.6937413,MOTO,PASAJEROS,Lun,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,23,2017-10-30, Entre 21- 40
2017-0134,1,2017-11-06,2017,11,6,18,AVENIDA,"ROCA, CNEL. AV.",NO es cruce,"ROCA, CNEL. AV. 3555",Comuna 8,-58.4423972,-34.66777987,PEATON,PASAJEROS,Lun,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,FEMENINO,47,2017-11-06,Entre 41-60
2017-0135,1,2017-11-07,2017,11,7,12,AVENIDA,WARNES AV.,CRUCE,WARNES AV. y PUNTA ARENAS,Comuna 15,-58.47032551,-34.59626814,MOTO,CARGAS,Mar,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,24,2017-11-07, Entre 21- 40
2017-0136,1,2017-11-16,2017,11,16,8,AVENIDA,BARCO CENTENERA DEL,CRUCE,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",Comuna 4,-58.41827843,-34.65522746,PEATON,PASAJEROS,Jue,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,55,2017-11-16,Entre 41-60
2017-0137,1,2017-11-17,2017,11,17,11,AVENIDA,MOSCONI GENERAL AV.,CRUCE,MOSCONI GENERAL AV. y SAN NICOLAS,Comuna 11,-58.51280715,-34.59279388,PEATON,CARGAS,Vie,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",PEATON,FEMENINO,60,2017-11-17,Entre 61-80
2017-0138,1,2017-11-19,2017,11,19,10,AVENIDA,LAFUENTE AV.,CRUCE,"LAFUENTE AV. y PERON, EVA AV.",Comuna 7,-58.46258582,-34.64385704,MOTO,OBJETO FIJO,Dom,Flores y Parque Chacabuco,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2017-11-19, Entre 21- 40
2017-0139,1,2017-11-19,2017,11,19,22,AVENIDA,"ROCA, CNEL. AV.",CRUCE,"ROCA, CNEL. AV. y ESCALADA AV.",Comuna 8,-58.45064148,-34.68003614,AUTO,OBJETO FIJO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,FEMENINO,15,2017-11-19,Menos de 20
2017-0140,1,2017-11-19,2017,11,19,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO es cruce,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 4,,,MOTO,PASAJEROS,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,24,2017-11-19, Entre 21- 40
2017-0141,1,2017-11-23,2017,11,23,19,AVENIDA,LA PLATA AV.,CRUCE,"LA PLATA AV. y GOYENA, PEDRO AV.",Comuna 6,-58.42717783,-34.62513374,PEATON,PASAJEROS,Jue,Caballito,PEATON,FEMENINO,22,2017-11-23, Entre 21- 40
2017-0143,1,2017-11-25,2017,11,25,21,CALLE,"TRELLES, MANUEL R.",CRUCE,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",Comuna 11,-58.46442001,-34.60724519,AUTO,PASAJEROS,Sáb,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,50,2017-11-25,Entre 41-60
2017-0144,1,2017-11-26,2017,11,26,6,AUTOPISTA,"ROCA, CNEL. AV.",CRUCE,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",Comuna 8,-58.47064556,-34.69843756,AUTO,OBJETO FIJO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,FEMENINO,50,2017-11-26,Entre 41-60
2017-0145,1,2017-11-26,2017,11,26,17,CALLE,MAZA,CRUCE,MAZA y DON BOSCO,Comuna 5,-58.41677733,-34.61223119,MOTO,AUTO,Dom,Almagro y Boedo,CONDUCTOR,MASCULINO,58,2017-11-26,Entre 41-60
2017-0147,1,2017-11-28,2017,11,28,11,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y PERON, EVA AV.",Comuna 9,-58.5025179,-34.67450313,MOTO,AUTO,Mar,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,49,2017-11-28,Entre 41-60
2017-0148,1,2017-11-29,2017,11,29,10,AVENIDA,SAN JUAN AV.,CRUCE,SAN JUAN AV. y LA RIOJA,Comuna 3,-58.40708125,-34.62438894,PEATON,PASAJEROS,Mié,Balvanera y San Cristóbal,PEATON,FEMENINO,82,2017-11-29,Más de 80
2017-0149,1,2017-11-30,2017,11,30,12,AVENIDA,PASEO COLON AV.,CRUCE,PASEO COLON AV. y MEXICO,Comuna 1,-58.36947198,-34.61477051,PEATON,PASAJEROS,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,13,2017-11-30,Menos de 20
2017-0150,1,2017-12-04,2017,12,4,1,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y MIRALLA,Comuna 9,-58.51140889,-34.63934531,PEATON,AUTO,Lun,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,56,2017-12-04,Entre 41-60
2017-0151,1,2017-12-04,2017,12,4,2,CALLE,VIEYTES,CRUCE,VIEYTES y LUJAN,Comuna 4,-58.37460912,-34.65559133,PEATON,PASAJEROS,Lun,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,0,2017-12-04,Menos de 20
2017-0152,1,2017-12-06,2017,12,6,17,CALLE,CACHI,CRUCE,CACHI y TRAFUL,Comuna 4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS,Mié,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CICLISTA,MASCULINO,19,2017-12-06,Menos de 20
2017-0153,2,2017-12-11,2017,12,11,2,AVENIDA,ROSARIO,CRUCE,ROSARIO y LA PLATA AV.,Comuna 6,-58.42855267,-34.61829385,MOTO,PASAJEROS,Lun,Caballito,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2017-12-12,Menos de 20
2017-0153,2,2017-12-11,2017,12,11,2,AVENIDA,ROSARIO,CRUCE,ROSARIO y LA PLATA AV.,Comuna 6,-58.42855267,-34.61829385,MOTO,PASAJEROS,Lun,Caballito,CONDUCTOR,MASCULINO,30,2017-12-12, Entre 21- 40
2017-0154,1,2017-12-11,2017,12,11,9,AVENIDA,ENTRE RIOS AV.,CRUCE,ENTRE RIOS AV. y CASEROS AV.,Comuna 4,-58.39035581,-34.63412287,PEATON,PASAJEROS,Lun,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,76,2017-12-11,Entre 61-80
2017-0155,1,2017-12-12,2017,12,12,21,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 6350,Comuna 7,-58.45593915,-34.62656868,SD,MOTO,Mar,Flores y Parque Chacabuco,SD,MASCULINO,77,,Entre 61-80
2017-0157,1,2017-12-17,2017,12,17,9,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y HUMAITA",Comuna 9,-58.52866211,-34.64597065,AUTO,PASAJEROS,Dom,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,53,2017-12-17,Entre 41-60
2017-0158,1,2017-12-18,2017,12,18,21,AUTOPISTA,GUALEGUAYCHU,CRUCE,"GUALEGUAYCHU y PAZ, GRAL. AV.",Comuna 11,-58.52037476,-34.59407024,MOTO,AUTO,Lun,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,32,2017-12-18, Entre 21- 40
2017-0159,1,2017-12-20,2017,12,20,4,AVENIDA,INDEPENDENCIA AV.,CRUCE,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",Comuna 1,-58.38896772,-34.61799615,MOTO,AUTO,Mié,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,27,2017-12-20, Entre 21- 40
2017-0160,1,2017-12-22,2017,12,22,13,AVENIDA,NAZCA AV.,NO es cruce,NAZCA AV. 365,Comuna 7,-58.47074114,-34.62771756,PEATON,MOTO,Vie,Flores y Parque Chacabuco,PEATON,FEMENINO,30,2017-12-22, Entre 21- 40
2017-0161,1,2017-12-26,2017,12,26,15,AVENIDA,"PERON, EVA AV.",NO es cruce,"PERON, EVA AV. 5249",Comuna 9,-58.48200819,-34.65969965,PEATON,AUTO,Mar,"Liniers, Mataderos y Parque Avellaneda",PEATON,FEMENINO,30,2017-12-26, Entre 21- 40
2018-0001,1,2018-01-01,2018,1,1,22,AVENIDA,SAN JUAN AV.,CRUCE,SAN JUAN AV. y RINCON,Comuna 3,-58.39536773,-34.62297346,PEATON,MOTO,Lun,Balvanera y San Cristóbal,PEATON,MASCULINO,83,2018-01-02,Más de 80
2018-0002,1,2018-01-03,2018,1,3,16,CALLE,PERU,NO es cruce,PERU 937,Comuna 1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS,Mié,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CICLISTA,FEMENINO,26,2018-01-03, Entre 21- 40
2018-0003,1,2018-01-05,2018,1,5,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",CRUCE,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",Comuna 15,-58.44860217,-34.60395657,PEATON,MULTIPLE,Vie,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,FEMENINO,58,2018-01-05,Entre 41-60
2018-0004,1,2018-01-09,2018,1,9,9,AVENIDA,DEL LIBERTADOR AV.,CRUCE,DEL LIBERTADOR AV. y MANZANARES,Comuna 13,-58.46129513,-34.54332766,MOTO,MULTIPLE,Mar,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,39,2018-01-09, Entre 21- 40
2018-0005,1,2018-01-09,2018,1,9,22,AVENIDA,PASEO COLON AV.,NO es cruce,PASEO COLON AV. 1019,Comuna 1,-58.36907201,-34.61953517,PEATON,PASAJEROS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,54,2018-01-09,Entre 41-60
2018-0006,1,2018-01-10,2018,1,10,21,CALLE,VALLE,CRUCE,VALLE y BARCO CENTENERA DEL,Comuna 6,-58.44062219,-34.62499107,BICICLETA,PASAJEROS,Mié,Caballito,CICLISTA,FEMENINO,45,2018-01-10,Entre 41-60
2018-0007,1,2018-01-11,2018,1,11,2,AUTOPISTA,AUTOPISTA PERITO MORENO,NO es cruce,AUTOPISTA PERITO MORENO KM. 0.6,Comuna 9,-58.52502765,-34.63601265,AUTO,AUTO,Jue,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,46,2018-01-11,Entre 41-60
2018-0008,1,2018-01-12,2018,1,12,17,AVENIDA,"HUERGO, ING. AV.",CRUCE,"HUERGO, ING. AV. e INDEPENDENCIA AV.",Comuna 1,-58.36659655,-34.61687778,MOTO,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,FEMENINO,32,2018-01-12, Entre 21- 40
2018-0009,1,2018-01-14,2018,1,14,2,AVENIDA,PILCOMAYO,CRUCE,"PILCOMAYO y BROWN, ALTE. AV.",Comuna 4,-58.36737389,-34.62763661,MOTO,MOTO,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,19,2018-01-14,Menos de 20
2018-0010,1,2018-01-18,2018,1,18,5,CALLE,CERVANTES,CRUCE,"CERVANTES y BELAUSTEGUI, LUIS, DR.",Comuna 10,-58.49807953,-34.63038658,MOTO,CARGAS,Jue,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,40,2018-01-18,Entre 41-60
2018-0011,1,2018-01-19,2018,1,19,10,AVENIDA,CALLAO AV.,CRUCE,"CALLAO AV. y LOPEZ, VICENTE",Comuna 2,-58.39092703,-34.59088447,PEATON,PASAJEROS,Vie,Recoleta,PEATON,MASCULINO,84,2018-01-19,Más de 80
2018-0012,1,2018-01-26,2018,1,26,13,CALLE,OLIDEN,CRUCE,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",Comuna 8,-58.46912006,-34.68049201,MOTO,PASAJEROS,Vie,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,20,2018-01-26, Entre 21- 40
2018-0013,1,2018-01-28,2018,1,28,8,AVENIDA,CONGRESO AV.,CRUCE,CONGRESO AV. y GALVAN,Comuna 12,-58.48661286,-34.56786129,MOTO,AUTO,Dom,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,44,2018-01-28,Entre 41-60
2018-0014,1,2018-01-31,2018,1,31,20,AVENIDA,"MORENO, PERITO AV.",CRUCE,"MORENO, PERITO AV. y RIVERA INDARTE AV.",Comuna 7,-58.44074927,-34.65080597,PEATON,MOTO,Mié,Flores y Parque Chacabuco,PEATON,MASCULINO,0,2018-02-04,Menos de 20
2018-0015,2,2018-02-06,2018,2,6,1,AVENIDA,AUSTRALIA AV.,NO es cruce,AUSTRALIA AV. 2800,Comuna 4,-58.38636298,-34.64684275,MOTO,PASAJEROS,Mar,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,28,2018-02-06, Entre 21- 40
2018-0015,2,2018-02-06,2018,2,6,1,AVENIDA,AUSTRALIA AV.,NO es cruce,AUSTRALIA AV. 2800,Comuna 4,-58.38636298,-34.64684275,MOTO,PASAJEROS,Mar,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06,Menos de 20
2018-0016,1,2018-02-15,2018,2,15,10,AVENIDA,DEL LIBERTADOR AV.,CRUCE,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Comuna 1,-58.37533517,-34.59276462,MOTO,CARGAS,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,31,2018-02-15, Entre 21- 40
2018-0017,1,2018-02-17,2018,2,17,4,AVENIDA,SAN PEDRITO AV.,CRUCE,SAN PEDRITO AV. y RIVADAVIA AV.,Comuna 7,-58.46963952,-34.63070603,PEATON,AUTO,Sáb,Flores y Parque Chacabuco,PEATON,MASCULINO,35,2018-02-20, Entre 21- 40
2018-0018,1,2018-02-17,2018,2,17,7,CALLE,ISABEL LA CATOLICA,CRUCE,"ISABEL LA CATOLICA y SALVADORES, CNEL.",Comuna 4,-58.37207554,-34.64543658,MOTO,CARGAS,Sáb,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,26,2018-02-17, Entre 21- 40
2018-0019,1,2018-02-17,2018,2,17,12,AVENIDA,LAS HERAS GENERAL AV.,CRUCE,LAS HERAS GENERAL AV. y CALLAO AV.,Comuna 2,-58.39189441,-34.59176378,PEATON,PASAJEROS,Sáb,Recoleta,PEATON,FEMENINO,80,2018-02-17,Más de 80
2018-0020,1,2018-02-19,2018,2,19,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,NO es cruce,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",Comuna 8,-58.45012957,-34.66518343,MOTO,CARGAS,Lun,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,26,2018-02-19, Entre 21- 40
2018-0021,1,2018-02-22,2018,2,22,10,AVENIDA,"ALCORTA, AMANCIO AV.",CRUCE,"ALCORTA, AMANCIO AV. y ZAVALETA",Comuna 4,-58.40184094,-34.64546845,PEATON,PASAJEROS,Jue,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,FEMENINO,62,2018-02-22,Entre 61-80
2018-0022,1,2018-02-24,2018,2,24,0,AVENIDA,"MONTES DE OCA, MANUEL AV.",CRUCE,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",Comuna 4,-58.37441153,-34.63966783,MOTO,CARGAS,Sáb,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,28,2018-02-24, Entre 21- 40
2018-0023,1,2018-02-24,2018,2,24,6,CALLE,BARCO CENTENERA DEL,CRUCE,BARCO CENTENERA DEL y ROSARIO,Comuna 6,-58.44110156,-34.62082399,MOTO,AUTO,Sáb,Caballito,CONDUCTOR,MASCULINO,28,2018-02-24, Entre 21- 40
2018-0024,1,2018-02-28,2018,2,28,23,AVENIDA,ALVAREZ THOMAS AV.,CRUCE,ALVAREZ THOMAS AV. y DONADO,Comuna 15,-58.47087351,-34.57827342,PEATON,CARGAS,Mié,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,70,2018-02-28,Entre 61-80
2018-0025,1,2018-03-04,2018,3,4,22,AVENIDA,AVELLANEDA AV.,CRUCE,AVELLANEDA AV. y BOYACA AV.,Comuna 7,-58.4596221,-34.6224514,PEATON,AUTO,Dom,Flores y Parque Chacabuco,PEATON,MASCULINO,70,2018-03-05,Entre 61-80
2018-0026,2,2018-03-09,2018,3,9,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",CRUCE,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",Comuna 4,-58.41657793,-34.65476216,MOVIL,CARGAS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,24,2018-03-09, Entre 21- 40
2018-0026,2,2018-03-09,2018,3,9,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",CRUCE,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",Comuna 4,-58.41657793,-34.65476216,MOVIL,CARGAS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09, Entre 21- 40
2018-0027,1,2018-03-11,2018,3,11,23,CALLE,CASTRO,CRUCE,CASTRO y RONDEAU,Comuna 5,-58.41911301,-34.63722107,PEATON,MOTO,Dom,Almagro y Boedo,PEATON,FEMENINO,74,2018-03-11,Entre 61-80
2018-0028,1,2018-03-13,2018,3,13,15,AVENIDA,"BILBAO, FRANCISCO AV.",CRUCE,"BILBAO, FRANCISCO AV. y AZUL",Comuna 9,-58.47120586,-34.64251042,PEATON,CARGAS,Mar,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,71,2018-03-13,Entre 61-80
2018-0029,1,2018-03-15,2018,3,15,18,AVENIDA,NAZCA AV.,CRUCE,NAZCA AV. y GAONA AV.,Comuna 11,-58.47418944,-34.62049672,MOTO,AUTO,Jue,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,26,2018-03-15, Entre 21- 40
2018-0030,1,2018-03-20,2018,3,20,1,AVENIDA,PLAZA,CRUCE,PLAZA y ALVAREZ THOMAS AV.,Comuna 15,-58.46720441,-34.57905579,MOTO,MOTO,Mar,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,24,2018-03-20, Entre 21- 40
2018-0031,1,2018-03-28,2018,3,28,10,AVENIDA,GAONA AV.,CRUCE,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",Comuna 11,-58.46909362,-34.6177971,MOTO,CARGAS,Mié,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,31,2018-03-28, Entre 21- 40
2018-0032,1,2018-04-02,2018,4,2,13,AVENIDA,CABILDO AV.,CRUCE,CABILDO AV. y AGUILAR,Comuna 13,-58.44704343,-34.5688864,PEATON,PASAJEROS,Lun,"Núñez, Belgrano y Colegiales",PEATON,MASCULINO,70,2018-04-02,Entre 61-80
2018-0033,1,2018-04-07,2018,4,7,7,AVENIDA,CAMARONES,CRUCE,CAMARONES y LOPE DE VEGA AV.,Comuna 10,-58.50535541,-34.62902048,MOTO,CARGAS,Sáb,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,FEMENINO,42,2018-04-10,Entre 41-60
2018-0034,1,2018-04-11,2018,4,11,18,AVENIDA,SANTA FE AV.,NO es cruce,SANTA FE AV. 2320,Comuna 2,-58.40021675,-34.59522198,PEATON,PASAJEROS,Mié,Recoleta,PEATON,MASCULINO,24,2018-04-11, Entre 21- 40
2018-0035,1,2018-04-12,2018,4,12,16,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 6950,Comuna 7,-58.46325991,-34.62919627,PEATON,PASAJEROS,Jue,Flores y Parque Chacabuco,PEATON,FEMENINO,39,2018-04-12, Entre 21- 40
2018-0036,1,2018-04-13,2018,4,13,23,AVENIDA,SAN MARTIN AV.,CRUCE,SAN MARTIN AV. y ARGERICH,Comuna 15,-58.49471482,-34.59694755,MOTO,AUTO,Vie,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,37,2018-04-15, Entre 21- 40
2018-0037,1,2018-04-18,2018,4,18,18,AVENIDA,CORDOBA AV.,CRUCE,"CORDOBA AV. y URIBURU JOSE E., PRES.",Comuna 2,-58.3987261,-34.59975962,PEATON,CARGAS,Mié,Recoleta,PEATON,MASCULINO,84,2018-04-19,Más de 80
